Company Name, ,Class 10 Percentage,Class 12 Percentage,Graduation Percentage,Degree,Additional Qualifications,Extra Courses,Specialisation,Languages Known,Skills,Past Experience (months),Preferred Work Location,Achievements,Projects,Competitions,Publications,Patents,Internship Stipend (?/month),Internship Duration (months),Department,Internship Type,Contact Email,Contact Phone,Application Deadline
THE KARNATAKA BANK LIMITED,"Mumbai, Maharashtra",78,60.51,70.29,Diploma,Certified Data Analyst,NPTEL: Machine Learning,Finance,Marathi,Java; Power BI; Python; Sales; Tableau,12,"Gurugram, Haryana",Won college hackathon,Automated invoice processing,Business Plan Runner-up,Journal article on Renewable Energy,Patent pending on Algorithm,12741,3,Design,Hybrid,umangkar@varghese.net,8277374779,2025-11-12
PIRAMAL ENTERPRISES LIMITED,"Jaipur, Rajasthan",95,55.89,62.61,B.Tech,Oracle Certified,NPTEL: Machine Learning,Marketing,Tamil; Marathi; Malayalam,MS Excel; Data Analysis; R,24,"Visakhapatnam, Andhra Pradesh",Published a project report,NLP sentiment analysis on reviews; Automated invoice processing,Hackathon Winner,No publications,Patent on Sensor Design,15784,5,Finance,Remote,oorja08@choudhry.com,3690126136,2025-11-03
DEEPAK NITRITE LIMITED,"Bhopal, Madhya Pradesh",68,80.44,52.46,B.A.,Financial Modeling Certificate,,Electrical,Kannada; Marathi; Malayalam,C++; SQL; Java; Sales; HTML/CSS,0,"Mumbai, Maharashtra",Won college hackathon,Customer segmentation analysis; Chatbot for FAQs,Case Study Competition,Magazine article on Finance,Patent pending on Algorithm,7313,9,Finance,Hybrid,jsood@comar.com,5357857734,2025-12-03
SUNDRAM FASTENERS LIMITED,"Chennai, Tamil Nadu",61,65.46,88.35,B.Tech,Financial Modeling Certificate,None,Finance,English; Malayalam; Bengali,Python; SQL; Marketing; MS Excel,0,"Kolkata, West Bengal",Published a project report,Energy consumption optimization project; E-commerce recommendation engine,Hackathon Winner,Journal article on Renewable Energy,No patents,18373,7,Data Analytics,Remote,ahujavaibhav@kala.net,633378409,2026-03-05
TRANSUNION CIBIL LIMITED,"Mumbai, Maharashtra",85,58.71,51.88,Bsc.,None,,Data Science,Tamil; Malayalam; Bengali,JavaScript; Machine Learning; Customer Service; Java; Power BI,0,"Gurugram, Haryana",Published a project report,NLP sentiment analysis on reviews,Coding Contest Top 10,Journal article on Renewable Energy,Patent on Process Optimization,25506,8,Engineering,Remote,kararasha@doctor.net,5033535675,2025-12-13
SMFG INDIA CREDIT COMPANY LIMITED,"Pune, Maharashtra",65,89.4,66.54,B.Sc.,Certified Data Analyst,,Biotechnology,Oriya,Communication; Machine Learning; HTML/CSS; C++,12,"Noida, Uttar Pradesh",Internship at local startup,Automated invoice processing; Chatbot for FAQs,Math Olympiad State Level,Conference Paper on ML,Patent pending on Algorithm,31078,3,Data Analytics,Remote,madansahil@babu-kumar.com,6288207927,2025-12-30
PATANJALI FOODS LIMITED,"Gurugram, Haryana",85,92.61,74.59,B.Sc.,Lean Six Sigma Yellow Belt,Coursera: Data Science; IBM: Data Analyst,Data Science,Telugu; Malayalam; Marathi,Data Analysis; Communication,0,"Bhopal, Madhya Pradesh",Developed a forecasting model,IoT based monitoring system; Mobile app for local services,Math Olympiad State Level,Whitepaper on Supply Chain,No patents,19904,1,Design,Onsite,manjari76@shan.net,403340405,2025-10-26
DEUTSCHE INDIA PRIVATE LIMITED,"Kolkata, West Bengal",70,75.37,50.41,B.Com,Oracle Certified,NPTEL: Machine Learning,Electronics,Marathi,Python; Customer Service; Power BI; R,0,"Thiruvananthapuram, Kerala",Published a project report,NLP sentiment analysis on reviews; Automated invoice processing,Design Challenge Participant,Whitepaper on Supply Chain,Patent on Process Optimization,18426,7,HR,Remote,suraaaryahi@dhawan-arya.net,1115745019,2025-12-24
VODAFONE IDEA LIMITED,"Bhopal, Madhya Pradesh",99,64.08,89.38,B.Sc.,Certified Data Analyst,SAP Basics,Marketing,Punjabi; Oriya,Python; MS Excel; Java; Power BI; Tableau,24,"Pune, Maharashtra",No notable achievements,Mobile app for local services; E-commerce recommendation engine,None,No publications,Patent on Sensor Design,5737,11,Marketing,Remote,senrasha@badal-sathe.net,1823767728,2025-11-20
GILLETTE INDIA LIMITED,"Thiruvananthapuram, Kerala",82,79.72,56.62,B.Sc.,None,None,Electrical,Marathi; Kannada; English,Data Analysis; Communication,6,"Gurugram, Haryana",No notable achievements,IoT based monitoring system; Automated invoice processing,Hackathon Winner,Conference Paper on ML,No patents,19759,7,IT,Hybrid,jharati@thakkar.com,1639613431,2025-11-21
APOLLO HOSPITALS ENTERPRISE LIMITED,"Pune, Maharashtra",78,61.14,56.19,B.Com,None,,Data Science,Gujarati,C++; Java; Machine Learning,0,"Mumbai, Maharashtra",No notable achievements,Energy consumption optimization project; Chatbot for FAQs,Coding Contest Top 10,Journal article on Renewable Energy,No patents,17227,12,Design,Hybrid,baradsumer@warrior.info,646628679,2026-01-29
HALDIRAM SNACKS PRIVATE LIMITED,"Pune, Maharashtra",85,59.56,88.79,B.A.,Oracle Certified,Google: Digital Marketing,Finance,Punjabi; Telugu,Java; Sales; HTML/CSS; SQL; Problem Solving,12,"Bengaluru, Karnataka",Developed a forecasting model,E-commerce recommendation engine; Mobile app for local services,Coding Contest Top 10,Whitepaper on Supply Chain,Patent on Sensor Design,17044,6,IT,Remote,fatehyogi@ramaswamy-tella.com,8582728325,2025-10-23
THE GREAT EASTERN SHIPPING COMPANY LIMITED,"Hyderabad, Telangana",88,64.84,82.73,BBA,Financial Modeling Certificate,None,Civil,Punjabi,MS Excel; C++; JavaScript,12,"Chennai, Tamil Nadu",Internship at local startup,NLP sentiment analysis on reviews; Sales forecasting model,None,Whitepaper on Supply Chain,Patent on Process Optimization,20007,2,Marketing,Onsite,mghose@dugal.com,4352244343,2025-10-21
BHANSALI ENGINEERING POLYMERS LIMITED,"Kolkata, West Bengal",79,78.26,53.93,BBA,Lean Six Sigma Yellow Belt,NPTEL: Machine Learning,Mechanical,Marathi; Punjabi; Tamil,Python; Power BI; JavaScript,0,"Ahmedabad, Gujarat",Published a project report,Automated invoice processing; Sales forecasting model,Hackathon Winner,Whitepaper on Supply Chain,Patent on Process Optimization,7502,3,R&D,Remote,ssekhon@bajwa-bhardwaj.com,6363884059,2025-12-18
EBIXCASH LIMITED,"Jaipur, Rajasthan",95,99.33,79.18,B.Sc.,Financial Modeling Certificate,,Data Science,Punjabi,SQL; Data Analysis; Python,12,"Noida, Uttar Pradesh",Won college hackathon,Mobile app for local services; Automated invoice processing,Coding Contest Top 10,No publications,No patents,27942,9,HR,Onsite,adira93@bali.biz,7706099841,2026-01-20
EDELWEISS ASSET RECONSTRUCTION COMPANY LIMITED,"Noida, Uttar Pradesh",83,71.45,89.93,B.Com,Oracle Certified,,Finance,Oriya; Hindi; Tamil,Power BI; Data Analysis; JavaScript,12,"Hyderabad, Telangana",Won college hackathon,Sales forecasting model,Coding Contest Top 10,Whitepaper on Supply Chain,Patent on Sensor Design,32567,4,Design,Remote,raggarwal@saini.com,9025864373,2025-12-07
ADITYA BIRLA SUN LIFE AMC LIMITED,"Gurugram, Haryana",100,94.48,60.52,B.E.,Lean Six Sigma Yellow Belt,Coursera: Data Science; Advanced Excel,Electrical,Malayalam; Kannada; Oriya,C++; Machine Learning; Java; Marketing,12,"Noida, Uttar Pradesh",Internship at local startup,Supply chain dashboard; E-commerce recommendation engine,Math Olympiad State Level,Whitepaper on Supply Chain,No patents,23613,1,Finance,Remote,emirloke@bail-sawhney.info,2351393241,2026-02-18
TATA CAPITAL HOUSING FINANCE LIMITED,"Visakhapatnam, Andhra Pradesh",61,72.14,89.11,B.Com,Oracle Certified,SAP Basics; Advanced Excel,Marketing,Kannada,JavaScript; Problem Solving; Communication; Customer Service; MS Excel,6,"Lucknow, Uttar Pradesh",No notable achievements,Supply chain dashboard; Energy consumption optimization project,Math Olympiad State Level,Whitepaper on Supply Chain,Patent on Sensor Design,34585,1,Consulting,Hybrid,stuvan86@majumdar.net,9695603782,2025-11-26
GRT JEWELLERS (INDIA) PRIVATE LIMITED,"Jaipur, Rajasthan",85,78.38,78.7,B.E.,Certified Data Analyst,,Biotechnology,Hindi; Malayalam; Tamil,JavaScript; Power BI; Python,0,"Chennai, Tamil Nadu",Published a project report,Sales forecasting model,Hackathon Winner,No publications,Patent on Process Optimization,27971,6,Engineering,Hybrid,uthkarshgrewal@doshi-dugal.biz,9054370664,2026-02-10
ENDURANCE TECHNOLOGIES LIMITED,"Visakhapatnam, Andhra Pradesh",97,99.76,57.93,B.Com,Cisco CCNA,None,Chemical,Marathi; Bengali,R; SQL; Tableau; Marketing; Customer Service,0,"New Delhi, Delhi",Won college hackathon,Automated invoice processing,Case Study Competition,Conference Paper on ML,No patents,25994,2,Finance,Onsite,pihu42@bhasin-mahal.biz,5321599644,2026-02-28
CAN FIN HOMES LIMITED,"Thiruvananthapuram, Kerala",87,93.73,54.69,Bsc.,Financial Modeling Certificate,Udemy: Web Development; NPTEL: Machine Learning,Biotechnology,Malayalam; Marathi,HTML/CSS; Tableau,0,"Chennai, Tamil Nadu",Internship at local startup,Supply chain dashboard,None,Journal article on Renewable Energy,Patent pending on Algorithm,9283,6,Marketing,Onsite,ehsaan85@khanna.net,747682409,2025-11-28
UNITED BREWERIES LIMITED,"Lucknow, Uttar Pradesh",74,99.51,59.87,B.Sc.,None,Udemy: Web Development,Biotechnology,Hindi; Malayalam,Python; Tableau; R,0,"Hyderabad, Telangana",Published a project report,Automated invoice processing; Supply chain dashboard,Coding Contest Top 10,Magazine article on Finance,No patents,8614,1,Design,Onsite,shray97@roy-tata.net,1908640922,2025-11-03
SUPER CASSETTES INDUSTRIES PRIVATE LIMITED,"Pune, Maharashtra",71,60.03,65.18,B.Tech,None,,Civil,Marathi,JavaScript; Machine Learning; MS Excel; Problem Solving,6,"Bhopal, Madhya Pradesh",No notable achievements,Mobile app for local services; E-commerce recommendation engine,None,No publications,Patent pending on Algorithm,26518,7,IT,Remote,manikyadutta@chanda.biz,5283720368,2025-10-24
STAR INDIA PRIVATE LIMITED,"New Delhi, Delhi",72,72.42,62.01,B.Sc.,Financial Modeling Certificate,None,Marketing,Gujarati; Marathi; Telugu,Sales; Data Analysis; Tableau; SQL,24,"Mumbai, Maharashtra",No notable achievements,Energy consumption optimization project; E-commerce recommendation engine,None,Journal article on Renewable Energy,Patent on Process Optimization,32788,8,HR,Hybrid,bailakarsh@arora.info,9041384748,2026-03-11
SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Bengaluru, Karnataka",83,90.36,85.07,B.Com,Lean Six Sigma Yellow Belt,Google: Digital Marketing; SAP Basics,Biotechnology,English; Marathi; Kannada,Marketing; JavaScript; Problem Solving; Sales; Machine Learning,0,"Hyderabad, Telangana",Published a project report,IoT based monitoring system; NLP sentiment analysis on reviews,Design Challenge Participant,Whitepaper on Supply Chain,Patent pending on Algorithm,32902,8,Marketing,Onsite,mahikaarya@swaminathan.org,5514889061,2025-11-14
ESSEL MINING & INDUSTRIES LTD.,"Bengaluru, Karnataka",64,96.36,68.61,Bsc.,Oracle Certified,None,Chemical,Marathi; Bengali,SQL; MS Excel; Sales; C++; Python,0,"Bengaluru, Karnataka",Published a project report,IoT based monitoring system,None,Conference Paper on ML,Patent pending on Algorithm,22860,2,Engineering,Onsite,chadapari@swamy-desai.net,4754257413,2026-01-22
DCB BANK LIMITED,"Hyderabad, Telangana",89,96.1,58.2,B.Sc.,Lean Six Sigma Yellow Belt,None,Data Science,Kannada,R; Problem Solving,0,"Pune, Maharashtra",Developed a forecasting model,IoT based monitoring system,Hackathon Winner,Whitepaper on Supply Chain,Patent on Sensor Design,29513,7,R&D,Hybrid,ltank@chacko-sunder.biz,9331821573,2026-03-07
NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PRIVATE LIMITED,"Bengaluru, Karnataka",62,70.68,73.99,B.A.,Oracle Certified,Coursera: Data Science; Google: Digital Marketing,Electrical,Malayalam,JavaScript; Power BI; Java,0,"Visakhapatnam, Andhra Pradesh",Developed a forecasting model,Supply chain dashboard,Design Challenge Participant,No publications,Patent on Sensor Design,11795,4,Consulting,Hybrid,emirbehl@tata.net,38552768,2025-12-24
ECGC LIMITED,"Gurugram, Haryana",91,90.71,70.76,B.Com,Oracle Certified,Coursera: Data Science,Biotechnology,Bengali; English; Tamil,Python; JavaScript; Communication; SQL,0,"Gurugram, Haryana",Internship at local startup,Supply chain dashboard; Chatbot for FAQs,Design Challenge Participant,Magazine article on Finance,Patent on Sensor Design,9456,9,Finance,Onsite,kiaraswamy@dutta-agarwal.com,9643246867,2025-11-30
KITEX CHILDRENSWEAR LIMITED,"Thiruvananthapuram, Kerala",66,83.65,54.04,B.E.,Lean Six Sigma Yellow Belt,None,Data Science,Oriya,Tableau; Problem Solving,12,"Hyderabad, Telangana",Won college hackathon,Automated invoice processing,Design Challenge Participant,Whitepaper on Supply Chain,Patent on Sensor Design,33800,7,Consulting,Hybrid,tataparinaaz@apte-keer.com,4098947847,2025-12-31
CUMMINS TECHNOLOGIES INDIA PRIVATE LIMITED,"Noida, Uttar Pradesh",60,98.7,67.85,Diploma,Financial Modeling Certificate,Google: Digital Marketing,Biotechnology,English,Communication; Tableau; Customer Service; Marketing,24,"Jaipur, Rajasthan",Published a project report,Mobile app for local services,Design Challenge Participant,Journal article on Renewable Energy,Patent on Process Optimization,33821,5,Engineering,Onsite,shraykurian@borde-vohra.org,3526457425,2025-11-06
DALMIA CEMENT (BHARAT) LIMITED,"Pune, Maharashtra",62,71.92,64.72,B.E.,Lean Six Sigma Yellow Belt,None,Electrical,Malayalam; Telugu,SQL; Java,24,"Noida, Uttar Pradesh",Published a project report,Sales forecasting model,Hackathon Winner,Journal article on Renewable Energy,Patent on Sensor Design,11522,8,Marketing,Remote,routmannat@reddy.com,6103111033,2026-02-18
KARNAVATI AVIATION PRIVATE LIMITED,"Hyderabad, Telangana",0,82.33,86.5,B.Com,Certified Data Analyst,Coursera: Data Science,Finance,Hindi; Gujarati; Kannada,Problem Solving; Machine Learning,0,"Visakhapatnam, Andhra Pradesh",Won college hackathon,Sales forecasting model,Hackathon Winner,No publications,Patent pending on Algorithm,29883,9,Consulting,Onsite,prishadevan@sheth-jha.com,6774406614,2026-02-28
CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,"Kolkata, West Bengal",88,90.68,86.05,B.Com,Oracle Certified,AWS Fundamentals,Data Science,Oriya; Marathi; Gujarati,C++; Marketing; JavaScript,0,"Ahmedabad, Gujarat",Published a project report,Customer segmentation analysis; Automated invoice processing,Design Challenge Participant,No publications,No patents,5709,7,IT,Onsite,vritika19@dhingra.org,8744380612,2025-10-26
COLOURTEX INDUSTRIES PRIVATE LIMITED,"Chennai, Tamil Nadu",80,81.45,64.26,B.Com,None,SAP Basics; IBM: Data Analyst,Biotechnology,Kannada,JavaScript; HTML/CSS; Data Analysis,12,"New Delhi, Delhi",Won college hackathon,Customer segmentation analysis,None,Journal article on Renewable Energy,Patent on Sensor Design,24996,12,HR,Remote,mangatakarsh@sawhney.com,1920063985,2025-11-21
CYIENT LIMITED,"Bengaluru, Karnataka",93,84.19,56.73,B.A.,None,None,Civil,Punjabi; Hindi; Telugu,Data Analysis; Python,0,"Bhopal, Madhya Pradesh",Internship at local startup,Automated invoice processing,Design Challenge Participant,No publications,Patent on Process Optimization,34885,12,Consulting,Hybrid,bansalanaya@sachdev.net,2862433977,2026-01-16
NSE CLEARING LIMITED,"Kolkata, West Bengal",61,76.9,55.44,B.A.,Cisco CCNA,,Mechanical,English; Tamil; Punjabi,Customer Service; JavaScript; Marketing; Tableau,0,"Jaipur, Rajasthan",Published a project report,Automated invoice processing,Hackathon Winner,Magazine article on Finance,Patent on Sensor Design,25898,1,Data Analytics,Onsite,choprasana@sarma.biz,1058329598,2026-03-05
BHUSHAN POWER & STEEL LIMITED,"Thiruvananthapuram, Kerala",74,87.57,56.14,B.Sc.,Cisco CCNA,None,Marketing,Punjabi; Kannada; Malayalam,R; Communication,0,"Ahmedabad, Gujarat",No notable achievements,Customer segmentation analysis,Math Olympiad State Level,Magazine article on Finance,Patent on Process Optimization,27762,10,IT,Onsite,diya32@sekhon.org,8205050847,2025-10-24
ADANI TRANSMISSION (INDIA) LIMITED,"Jaipur, Rajasthan",61,71.08,54.92,Bsc.,Cisco CCNA,None,Electronics,Malayalam; Bengali; Punjabi,Tableau; R; SQL; Sales,0,"New Delhi, Delhi",No notable achievements,NLP sentiment analysis on reviews,Math Olympiad State Level,Whitepaper on Supply Chain,Patent on Process Optimization,14656,5,Operations,Hybrid,taurora@lal.com,319337738,2026-02-12
BAJAJ HOLDINGS & INVESTMENT LIMITED.,"Bhopal, Madhya Pradesh",73,76.3,71.05,Bsc.,Financial Modeling Certificate,,Biotechnology,Malayalam,Problem Solving; Sales; Power BI; Communication; Python,0,"Lucknow, Uttar Pradesh",Published a project report,Energy consumption optimization project; Chatbot for FAQs,Hackathon Winner,No publications,Patent on Process Optimization,16860,3,Engineering,Remote,kashviwali@sankaran.net,1328205539,2025-11-03
GUJARAT ALKALIES AND CHEMICALS LIMITED,"Thiruvananthapuram, Kerala",99,65.15,69.13,B.Sc.,Oracle Certified,,Electronics,Marathi; Hindi; English,C++; MS Excel; Data Analysis; JavaScript; Tableau,6,"Hyderabad, Telangana",Won college hackathon,Chatbot for FAQs; Mobile app for local services,Math Olympiad State Level,Conference Paper on ML,Patent on Sensor Design,21311,2,IT,Remote,qtailor@chakraborty-chad.net,9620701027,2026-03-11
BRAKES INDIA PRIVATE LIMITED,"Jaipur, Rajasthan",77,88.3,54.45,B.E.,Oracle Certified,Udemy: Web Development,Electronics,Bengali; Gujarati,SQL; R; Sales; Machine Learning,0,"Visakhapatnam, Andhra Pradesh",Internship at local startup,Automated invoice processing; E-commerce recommendation engine,Math Olympiad State Level,No publications,No patents,19549,2,Consulting,Remote,katavidur@vig.info,2470537078,2026-02-18
APCO INFRATECH PRIVATE LIMITED,"Thiruvananthapuram, Kerala",73,95.22,62.2,B.Tech,Oracle Certified,None,Mechanical,Marathi; Tamil; Bengali,SQL; HTML/CSS; C++; Python; R,24,"Ahmedabad, Gujarat",Developed a forecasting model,Chatbot for FAQs,Coding Contest Top 10,Magazine article on Finance,Patent on Sensor Design,6881,12,HR,Hybrid,gdora@thakkar.org,8808833680,2025-11-25
ICICI SECURITIES PRIMARY DEALERSHIP LIMITED,"Kolkata, West Bengal",76,83.28,87.15,B.A.,Certified Data Analyst,SAP Basics; Udemy: Web Development,Data Science,English,Machine Learning; Sales; Power BI; Data Analysis; HTML/CSS,0,"Chennai, Tamil Nadu",Developed a forecasting model,E-commerce recommendation engine,Math Olympiad State Level,Magazine article on Finance,Patent pending on Algorithm,29754,6,Design,Hybrid,advikaamble@sarin.com,4527624363,2025-11-10
ALKEM LABORATORIES LIMITED,"Thiruvananthapuram, Kerala",86,74.59,77.11,B.Com,None,Advanced Excel,Chemical,Gujarati; Oriya; Telugu,Marketing; C++; MS Excel,0,"Noida, Uttar Pradesh",Published a project report,Customer segmentation analysis,None,Journal article on Renewable Energy,Patent on Sensor Design,11898,12,Operations,Hybrid,iranganathan@roy.com,895607722,2026-02-22
FINOLEX CABLES LIMITED,"Bengaluru, Karnataka",88,64.62,73.21,B.A.,Cisco CCNA,None,Computer Science,Gujarati,SQL; Communication; Machine Learning; Power BI,12,"Thiruvananthapuram, Kerala",Won college hackathon,Supply chain dashboard; Energy consumption optimization project,Math Olympiad State Level,Journal article on Renewable Energy,No patents,33521,10,R&D,Remote,hansh11@de.com,171347011,2025-12-03
